"team","season","qb_name","coach","line","line_adj","over_odds","under_odds","team_nick","team_color","team_color2","team_logo_espn","wins","total_outcome","hold","over_probability","under_probability","unique_id","wt_rating","sos_projected"
"ATL","2013","Matt Ryan","Mike Smith","10.0","9.941158","100","-130","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","4","Under","0.06521739","0.46938777","0.53061223","ATL2013","4.4641786","0.6382326"
"NO","2013","Drew Brees","Sean Payton","9.0","9.133247","-150","120","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","11","Over","0.054545455","0.5689655","0.43103448","NO2013","1.45706","0.85698855"
"PIT","2013","Ben Roethlisberger","Mike Tomlin","9.0","9.0","-115","-115","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","8","Under","0.069767445","0.5","0.5","PIT2013","2.1686919","0.070259534"
"NYG","2013","Eli Manning","Tom Coughlin","9.0","8.827641","130","-165","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","7","Under","0.057424117","0.41117144","0.58882856","NYG2013","2.2036192","0.4121693"
"CIN","2013","Andy Dalton","Marvin Lewis","8.5","8.683935","-170","133","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","11","Over","0.05881418","0.59465545","0.40534455","CIN2013","0.8225795","0.3252131"
"CHI","2013","Jay Cutler","Marc Trestman","8.5","8.633247","-150","120","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","8","Under","0.054545455","0.5689655","0.43103448","CHI2013","2.8238742","1.4495895"
"DAL","2013","Tony Romo","Jason Garrett","8.5","8.5","-115","-115","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","8","Under","0.069767445","0.5","0.5","DAL2013","1.6360854","0.43631324"
"BAL","2013","Joe Flacco","John Harbaugh","8.5","8.480566","-110","-120","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","8","Under","0.06926407","0.48987854","0.51012146","BAL2013","2.134309","0.9932697"
"IND","2013","Andrew Luck","Chuck Pagano","8.5","8.480566","-110","-120","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","11","Over","0.06926407","0.48987854","0.51012146","IND2013","-1.6600043","-1.0475873"
"DET","2013","Matthew Stafford","Jim Schwartz","8.0","8.133247","-150","120","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","7","Under","0.054545455","0.5689655","0.43103448","DET2013","1.7941452","1.3050231"
"WAS","2013","Robert Griffin","Mike Shanahan","8.0","8.039001","-125","-105","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","3","Under","0.06775068","0.52030456","0.47969544","WAS2013","1.2601453","0.90670794"
"MIA","2013","Ryan Tannehill","Joe Philbin","8.0","7.866753","120","-150","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","8","Push","0.054545455","0.43103448","0.5689655","MIA2013","0.07757793","0.048558764"
"TB","2013","Mike Glennon","Greg Schiano","7.5","7.6156387","-145","115","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","4","Under","0.056953013","0.5599461","0.44005388","TB2013","0.37139598","0.7896226"
"CAR","2013","Cam Newton","Ron Rivera","7.5","7.5973997","-140","110","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","12","Over","0.05952381","0.5505618","0.4494382","CAR2013","-0.21631902","1.1266985"
"KC","2013","Alex Smith","Andy Reid","7.5","7.549088","-160","-125","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","11","Over","0.17094018","0.52554744","0.47445256","KC2013","-2.6816332","-1.390519"
"LAR","2013","Kellen Clemens","Jeff Fisher","7.5","7.5194335","-120","-110","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","7","Under","0.06926407","0.51012146","0.48987854","LAR2013","-0.12479853","0.44209215"
"PHI","2013","Nick Foles","Chip Kelly","7.5","7.441158","100","-130","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","10","Over","0.06521739","0.46938777","0.53061223","PHI2013","-1.0651823","0.5569462"
"LAC","2013","Philip Rivers","Mike McCoy","7.5","7.366753","120","-150","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","9","Over","0.054545455","0.43103448","0.5689655","LAC2013","-2.9870284","-0.7266385"
"MIN","2013","Christian Ponder","Leslie Frazier","7.0","6.9609985","-105","-125","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","5","Under","0.06775068","0.47969544","0.52030456","MIN2013","0.22730881","1.820958"
"CLE","2013","Jason Campbell","Rob Chudzinski","6.5","6.5390015","-125","-105","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","4","Under","0.06775068","0.52030456","0.47969544","CLE2013","-1.8062699","0.5822208"
"TEN","2013","Ryan Fitzpatrick","Mike Munchak","6.5","6.5","-115","-115","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","7","Over","0.069767445","0.5","0.5","TEN2013","-3.629054","-1.0803896"
"BUF","2013","EJ Manuel","Doug Marrone","6.5","6.366753","120","-150","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","6","Under","0.054545455","0.43103448","0.5689655","BUF2013","-2.5994997","0.10457986"
"NYJ","2013","Geno Smith","Rex Ryan","6.5","6.2360096","160","-200","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","8","Over","0.051282052","0.36585367","0.63414633","NYJ2013","-2.8521295","0.121067554"
"ARI","2013","Carson Palmer","Bruce Arians","5.5","5.6561837","-160","125","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","10","Over","0.05982906","0.58064514","0.41935483","ARI2013","-3.411656","0.61976206"
"OAK","2013","Terrelle Pryor","Dennis Allen","5.5","5.2360096","160","-200","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","4","Under","0.051282052","0.36585367","0.63414633","OAK2013","-5.7172523","-0.761578"
"JAX","2013","Chad Henne","Gus Bradley","5.0","5.0","-115","-115","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","4","Under","0.069767445","0.5","0.5","JAX2013","-6.423217","-0.9637651"
"DEN","2014","Peyton Manning","John Fox","11.5","11.45824","100","-120","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","12","Over","0.045454547","0.47826087","0.5217391","DEN2014","5.6113286","0.13116163"
"SEA","2014","Russell Wilson","Pete Carroll","11.0","11.0","-110","-110","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","12","Over","0.04761905","0.5","0.5","SEA2014","3.449237","1.1282678"
"NE","2014","Tom Brady","Bill Belichick","10.5","10.746536","-180","160","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","12","Over","0.027472528","0.62566847","0.37433156","NE2014","2.2610517","0.18177924"
"GB","2014","Aaron Rodgers","Mike McCarthy","10.5","10.398657","115","-135","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","12","Over","0.039584365","0.447406","0.552594","GB2014","3.2721963","0.7491207"
"SF","2014","Colin Kaepernick","Jim Harbaugh","10.5","10.297318","145","-165","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","8","Under","0.030804776","0.39596564","0.60403436","SF2014","5.595851","1.0171272"
"NO","2014","Drew Brees","Sean Payton","10.0","10.187159","-160","140","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","7","Under","0.032051284","0.5962733","0.4037267","NO2014","4.6155972","0.2953676"
"IND","2014","Andrew Luck","Chuck Pagano","9.5","9.417742","110","-130","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","11","Over","0.04140787","0.45725647","0.54274356","IND2014","-0.18065323","-0.36128402"
"PHI","2014","Mark Sanchez","Chip Kelly","9.0","9.154581","-150","130","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","10","Over","0.034782607","0.57983196","0.42016807","PHI2014","2.2830498","-0.15419368"
"CIN","2014","Andy Dalton","Marvin Lewis","9.0","9.0","-110","-110","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","10","Over","0.04761905","0.5","0.5","CIN2014","0.8300414","-0.42011547"
"CHI","2014","Jay Cutler","Marc Trestman","8.5","8.654581","-150","130","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","5","Under","0.034782607","0.57983196","0.42016807","CHI2014","2.2362826","0.74814546"
"PIT","2014","Ben Roethlisberger","Mike Tomlin","8.5","8.619727","-140","120","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","11","Over","0.03787879","0.5620438","0.4379562","PIT2014","-0.42939994","-0.8131382"
"BAL","2014","Joe Flacco","John Harbaugh","8.5","8.54176","-120","100","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","10","Over","0.045454547","0.5217391","0.47826087","BAL2014","-0.79326427","-0.5086091"
"DET","2014","Matthew Stafford","Jim Caldwell","8.5","8.417742","110","-130","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","11","Over","0.04140787","0.45725647","0.54274356","DET2014","0.80559033","0.5666671"
"ATL","2014","Matt Ryan","Mike Smith","8.5","8.282266","150","-170","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","6","Under","0.02962963","0.38848922","0.6115108","ATL2014","1.2730457","0.47034296"
"LAC","2014","Philip Rivers","Mike McCoy","8.0","8.101343","-135","115","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","9","Over","0.039584365","0.552594","0.447406","LAC2014","0.8052408","0.30373672"
"NYG","2014","Eli Manning","Tom Coughlin","8.0","7.8454185","130","-150","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","6","Under","0.034782607","0.42016807","0.57983196","NYG2014","0.09182982","0.078978114"
"CAR","2014","Cam Newton","Ron Rivera","8.0","7.797319","145","-165","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","7","Under","0.030804776","0.39596564","0.60403436","CAR2014","-0.5418691","1.1247228"
"MIA","2014","Ryan Tannehill","Joe Philbin","8.0","7.782266","150","-170","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","8","Push","0.02962963","0.38848922","0.6115108","MIA2014","-0.20477854","-0.07829018"
"KC","2014","Alex Smith","Andy Reid","8.0","7.753464","160","-180","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","9","Over","0.027472528","0.37433156","0.62566847","KC2014","0.41105658","0.5764509"
"ARI","2014","Drew Stanton","Bruce Arians","7.5","7.7323437","-175","155","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","11","Over","0.028520498","0.6187175","0.3812825","ARI2014","0.3056501","1.267019"
"HOU","2014","Ryan Fitzpatrick","Bill O'Brien","7.5","7.7323437","-175","155","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","9","Over","0.028520498","0.6187175","0.3812825","HOU2014","-1.8175217","-1.6472294"
"DAL","2014","Tony Romo","Jason Garrett","8.0","7.578207","230","-270","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","12","Over","0.03276003","0.29341793","0.70658207","DAL2014","-1.3128741","0.7180049"
"WAS","2014","Robert Griffin","Jay Gruden","7.5","7.5417604","-120","100","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","4","Under","0.045454547","0.5217391","0.47826087","WAS2014","-0.6636184","-0.130554"
"TEN","2014","Zach Mettenberger","Ken Whisenhunt","7.0","7.1197267","-140","120","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","2","Under","0.03787879","0.5620438","0.4379562","TEN2014","-2.508943","-1.2186185"
"NYJ","2014","Geno Smith","Rex Ryan","7.0","7.062418","-125","105","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","4","Under","0.043360434","0.53246754","0.46753246","NYJ2014","-1.1263348","0.26034546"
"TB","2014","Josh McCown","Lovie Smith","7.0","7.0417604","-120","100","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","2","Under","0.045454547","0.5217391","0.47826087","TB2014","-0.8043604","0.629226"
"LAR","2014","Austin Davis","Jeff Fisher","7.0","6.8802733","120","-140","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","6","Under","0.03787879","0.4379562","0.5620438","LAR2014","-0.5515846","1.1832657"
"BUF","2014","Kyle Orton","Doug Marrone","6.5","6.6374583","-145","125","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","9","Over","0.03628118","0.571116","0.42888403","BUF2014","-1.9797466","0.22758827"
"CLE","2014","Brian Hoyer","Mike Pettine","6.5","6.417742","110","-130","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","7","Over","0.04140787","0.45725647","0.54274356","CLE2014","-3.3517601","-0.7912685"
"MIN","2014","Teddy Bridgewater","Mike Zimmer","6.0","6.2323437","-175","155","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","7","Over","0.028520498","0.6187175","0.3812825","MIN2014","-1.9804139","0.9315963"
"JAX","2014","Blake Bortles","Gus Bradley","5.0","5.1545815","-150","130","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","3","Under","0.034782607","0.57983196","0.42016807","JAX2014","-5.720136","-0.7349856"
"OAK","2014","Derek Carr","Tony Sparano","5.0","5.082258","-130","110","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","3","Under","0.04140787","0.54274356","0.45725647","OAK2014","-4.2104635","1.0147072"
"SEA","2015","Russell Wilson","Pete Carroll","11.0","11.04176","-120","100","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","10","Under","0.045454547","0.5217391","0.47826087","SEA2015","3.167013","-0.51492107"
"GB","2015","Aaron Rodgers","Mike McCarthy","11.0","10.812841","140","-160","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","10","Under","0.032051284","0.4037267","0.5962733","GB2015","2.7421393","-0.50836504"
"IND","2015","Matt Hasselbeck","Chuck Pagano","10.5","10.687159","-160","140","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","8","Under","0.032051284","0.5962733","0.4037267","IND2015","4.9909897","-0.3213074"
"NE","2015","Tom Brady","Bill Belichick","10.5","10.582258","-130","110","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","12","Over","0.04140787","0.54274356","0.45725647","NE2015","3.8885653","1.0478588"
"DEN","2015","Peyton Manning","Gary Kubiak","10.0","10.119727","-140","120","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","12","Over","0.03787879","0.5620438","0.4379562","DEN2015","0.91345304","-0.0007408767"
"PHI","2015","Sam Bradford","Chip Kelly","10.0","10.082258","-130","110","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","7","Under","0.04140787","0.54274356","0.45725647","PHI2015","4.966861","0.8773121"
"DAL","2015","Matt Cassel","Jason Garrett","9.5","9.417742","110","-130","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","4","Under","0.04140787","0.45725647","0.54274356","DAL2015","4.156796","1.3256168"
"MIA","2015","Ryan Tannehill","Joe Philbin","9.0","9.187159","-160","140","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","6","Under","0.032051284","0.5962733","0.4037267","MIA2015","3.608369","1.2358882"
"BAL","2015","Joe Flacco","John Harbaugh","9.0","9.119727","-140","120","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","5","Under","0.03787879","0.5620438","0.4379562","BAL2015","1.4201522","-0.82617974"
"KC","2015","Alex Smith","Andy Reid","8.5","8.654581","-150","130","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","11","Over","0.034782607","0.57983196","0.42016807","KC2015","-0.32111543","-0.13196489"
"NO","2015","Drew Brees","Sean Payton","8.5","8.582258","-130","110","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","7","Under","0.04140787","0.54274356","0.45725647","NO2015","1.2969913","0.01072138"
"ATL","2015","Matt Ryan","Dan Quinn","8.5","8.5","-110","-110","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","8","Under","0.04761905","0.5","0.5","ATL2015","0.9616696","-0.15956362"
"PIT","2015","Ben Roethlisberger","Mike Tomlin","8.5","8.5","-110","-110","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","10","Over","0.04761905","0.5","0.5","PIT2015","-0.449446","-0.008291111"
"CIN","2015","Andy Dalton","Marvin Lewis","8.5","8.45824","100","-120","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","12","Over","0.045454547","0.47826087","0.5217391","CIN2015","-0.39143595","-0.45582002"
"HOU","2015","Brian Hoyer","Bill O'Brien","8.5","8.45824","100","-120","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","9","Over","0.045454547","0.47826087","0.5217391","HOU2015","0.23296635","0.169262"
"ARI","2015","Carson Palmer","Bruce Arians","8.5","8.380273","120","-140","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","13","Over","0.03787879","0.4379562","0.5620438","ARI2015","-0.55377257","0.24139467"
"BUF","2015","Tyrod Taylor","Rex Ryan","8.5","8.345419","130","-150","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","8","Under","0.034782607","0.42016807","0.57983196","BUF2015","2.134371","1.2875594"
"DET","2015","Matthew Stafford","Jim Caldwell","8.5","8.345419","130","-150","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","7","Under","0.034782607","0.42016807","0.57983196","DET2015","0.9101791","0.03860461"
"CAR","2015","Cam Newton","Ron Rivera","8.5","8.282266","150","-170","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","15","Over","0.02962963","0.38848922","0.6115108","CAR2015","-0.99937665","0.7286167"
"LAC","2015","Philip Rivers","Mike McCoy","8.0","8.187159","-160","140","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","4","Under","0.032051284","0.5962733","0.4037267","LAC2015","-0.011446753","-0.58827764"
"MIN","2015","Teddy Bridgewater","Mike Zimmer","8.0","8.154581","-150","130","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","11","Over","0.034782607","0.57983196","0.42016807","MIN2015","-0.32354027","0.11492131"
"NYG","2015","Eli Manning","Tom Coughlin","8.0","7.782266","150","-170","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","6","Under","0.02962963","0.38848922","0.6115108","NYG2015","1.0037194","1.1605046"
"LAR","2015","Nick Foles","Jeff Fisher","7.5","7.5","-110","-110","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","7","Under","0.04761905","0.5","0.5","LAR2015","-1.1633838","-0.48844224"
"NYJ","2015","Ryan Fitzpatrick","Todd Bowles","7.5","7.417742","110","-130","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","10","Over","0.04140787","0.45725647","0.54274356","NYJ2015","0.28587243","1.0900708"
"CHI","2015","Jay Cutler","John Fox","6.5","6.4582396","100","-120","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","6","Under","0.045454547","0.47826087","0.5217391","CHI2015","-2.791935","-0.2259211"
"CLE","2015","Josh McCown","Mike Pettine","6.5","6.2676563","155","-175","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","3","Under","0.028520498","0.3812825","0.6187175","CLE2015","-3.354369","-0.44232386"
"SF","2015","Blaine Gabbert","Jim Tomsula","6.5","6.2676563","155","-175","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","5","Under","0.028520498","0.3812825","0.6187175","SF2015","-2.7152567","0.1641779"
"TB","2015","Jameis Winston","Lovie Smith","6.0","6.1545815","-150","130","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","6","Push","0.034782607","0.57983196","0.42016807","TB2015","-2.9286695","0.26944616"
"WAS","2015","Kirk Cousins","Jay Gruden","6.0","6.082258","-130","110","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","9","Over","0.04140787","0.54274356","0.45725647","WAS2015","-2.444118","1.6052568"
"TEN","2015","Marcus Mariota","Ken Whisenhunt","5.5","5.7995577","-200","180","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","3","Under","0.023809524","0.6511628","0.3488372","TEN2015","-3.6220884","0.2532415"
"OAK","2015","Derek Carr","Jack Del Rio","5.5","5.6871586","-160","140","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","7","Over","0.032051284","0.5962733","0.4037267","OAK2015","-4.2149973","-0.2757931"
"JAX","2015","Blake Bortles","Gus Bradley","5.5","5.5417604","-120","100","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","5","Under","0.045454547","0.5217391","0.47826087","JAX2015","-3.5372372","0.8037646"
"GB","2016","Aaron Rodgers","Mike McCarthy","10.5","10.717734","-170","150","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","10","Under","0.02962963","0.6115108","0.38848922","GB2016","1.4713688","-0.6668897"
"SEA","2016","Russell Wilson","Pete Carroll","10.5","10.637458","-145","125","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","10","Under","0.03628118","0.571116","0.42888403","SEA2016","2.7197843","-0.23667496"
"NE","2016","Tom Brady","Bill Belichick","10.5","10.54176","-120","100","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","14","Over","0.045454547","0.5217391","0.47826087","NE2016","1.9198096","0.15472718"
"PIT","2016","Ben Roethlisberger","Mike Tomlin","10.5","10.417742","110","-130","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","11","Over","0.04140787","0.45725647","0.54274356","PIT2016","1.7582387","-0.0006350621"
"CAR","2016","Cam Newton","Ron Rivera","10.5","10.380273","120","-140","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","6","Under","0.03787879","0.4379562","0.5620438","CAR2016","4.9190183","0.17211096"
"ARI","2016","Carson Palmer","Bruce Arians","10.0","10.217734","-170","150","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","7","Under","0.02962963","0.6115108","0.38848922","ARI2016","4.349357","-0.064431764"
"KC","2016","Alex Smith","Andy Reid","9.5","9.619727","-140","120","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","12","Over","0.03787879","0.5620438","0.4379562","KC2016","2.874482","0.7534518"
"CIN","2016","Andy Dalton","Marvin Lewis","9.5","9.45824","100","-120","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","6","Under","0.045454547","0.47826087","0.5217391","CIN2016","2.657334","-0.36313576"
"DEN","2016","Trevor Siemian","Gary Kubiak","9.5","9.345419","130","-150","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","9","Under","0.034782607","0.42016807","0.57983196","DEN2016","3.4957511","0.7638793"
"IND","2016","Andrew Luck","Chuck Pagano","9.0","8.880273","120","-140","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","8","Under","0.03787879","0.4379562","0.5620438","IND2016","2.0831332","0.1846862"
"HOU","2016","Brock Osweiler","Bill O'Brien","8.5","8.54176","-120","100","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","9","Over","0.045454547","0.5217391","0.47826087","HOU2016","0.23324077","0.67593944"
"BAL","2016","Joe Flacco","John Harbaugh","8.5","8.5","-110","-110","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","8","Under","0.04761905","0.5","0.5","BAL2016","0.939959","-0.31202474"
"OAK","2016","Derek Carr","Jack Del Rio","8.5","8.5","-110","-110","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","12","Over","0.04761905","0.5","0.5","OAK2016","1.1781723","0.8106927"
"NYG","2016","Eli Manning","Ben McAdoo","8.5","8.45824","100","-120","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","11","Over","0.045454547","0.47826087","0.5217391","NYG2016","-0.23764797","-0.53112924"
"DAL","2016","Dak Prescott","Jason Garrett","8.5","8.417742","110","-130","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","13","Over","0.04140787","0.45725647","0.54274356","DAL2016","-0.5898953","-0.664075"
"MIN","2016","Sam Bradford","Mike Zimmer","8.5","8.398657","115","-135","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","8","Under","0.039584365","0.447406","0.552594","MIN2016","1.0384451","0.037491545"
"BUF","2016","Tyrod Taylor","Rex Ryan","8.0","7.8454185","130","-150","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","7","Under","0.034782607","0.42016807","0.57983196","BUF2016","0.3284943","0.25177425"
"NYJ","2016","Ryan Fitzpatrick","Todd Bowles","8.0","7.782266","150","-170","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","5","Under","0.02962963","0.38848922","0.6115108","NYJ2016","0.40474048","0.48259327"
"JAX","2016","Blake Bortles","Gus Bradley","7.5","7.562418","-125","105","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","3","Under","0.043360434","0.53246754","0.46753246","JAX2016","-0.06615406","0.39743924"
