"team","season","qb_name","coach","line","line_adj","over_odds","under_odds","team_nick","team_color","team_color2","team_logo_espn","wins","total_outcome","hold","over_probability","under_probability","unique_id","wt_rating","sos_projected"
"CLE","2023","Deshaun Watson","Kevin Stefanski","9.5","9.362542","125","-145","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","11","Over","0.03628118","0.42888403","0.571116","CLE2023","1.5042195","0.40739867"
"PIT","2023","Kenny Pickett","Mike Tomlin","9.0","9.0208025","-115","-105","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","10","Over","0.047078844","0.5108342","0.48916575","PIT2023","1.1269829","0.59507954"
"SEA","2023","Geno Smith","Pete Carroll","9.0","8.9791975","-105","-115","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","9","Push","0.047078844","0.48916575","0.5108342","SEA2023","1.5453888","-0.01377072"
"MIN","2023","Kirk Cousins","Kevin O'Connell","8.5","8.619727","-140","120","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","7","Under","0.03787879","0.5620438","0.4379562","MIN2023","1.5244384","0.66483504"
"ATL","2023","Desmond Ridder","Arthur Smith","8.5","8.582258","-130","110","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","7","Under","0.04140787","0.54274356","0.45725647","ATL2023","-0.4009015","-1.1964558"
"DEN","2023","Russell Wilson","Sean Payton","8.5","8.5208025","-115","-105","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","8","Under","0.047078844","0.5108342","0.48916575","DEN2023","1.5784627","1.2097985"
"CHI","2023","Justin Fields","Matt Eberflus","7.5","7.562418","-125","105","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","7","Under","0.043360434","0.53246754","0.46753246","CHI2023","-1.1412665","-0.15816814"
"CAR","2023","Bryce Young","Frank Reich","7.5","7.5417604","-120","100","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","2","Under","0.045454547","0.5217391","0.47826087","CAR2023","-1.4370259","-0.43351984"
"GB","2023","Jordan Love","Matt LaFleur","7.5","7.5417604","-120","100","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","9","Over","0.045454547","0.5217391","0.47826087","GB2023","-1.7752539","0.35481867"
"NYG","2023","Daniel Jones","Brian Daboll","7.5","7.5","-110","-110","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","6","Under","0.04761905","0.5","0.5","NYG2023","-0.08611934","0.9973472"
"NE","2023","Mac Jones","Bill Belichick","7.5","7.4582396","100","-120","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","4","Under","0.045454547","0.47826087","0.5217391","NE2023","0.6953091","2.1148958"
"TEN","2023","Will Levis","Mike Vrabel","7.5","7.417742","110","-130","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","6","Under","0.04140787","0.45725647","0.54274356","TEN2023","-1.2435627","0.28958225"
"OAK","2023","Aidan O'Connell","Antonio Pierce","7.5","7.2262435","170","-190","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","8","Over","0.025542784","0.3611457","0.6388543","OAK2023","-0.316079","1.5709103"
"IND","2023","Gardner Minshew","Shane Steichen","6.5","6.562418","-125","105","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","9","Over","0.043360434","0.53246754","0.46753246","IND2023","-3.296654","-0.12815945"
"WAS","2023","Sam Howell","Ron Rivera","6.5","6.4805665","-110","-120","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","4","Under","0.06926407","0.48987854","0.51012146","WAS2023","-1.6044977","1.2493879"
"LAR","2023","Matthew Stafford","Sean McVay","6.5","6.4582396","100","-120","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","10","Over","0.045454547","0.47826087","0.5217391","LAR2023","-3.0845528","0.41745296"
"HOU","2023","C.J. Stroud","DeMeco Ryans","6.5","6.3802733","120","-140","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","10","Over","0.03787879","0.4379562","0.5620438","HOU2023","-4.50533","0.3292972"
"TB","2023","Baker Mayfield","Todd Bowles","6.5","6.3802733","120","-140","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","9","Over","0.03787879","0.4379562","0.5620438","TB2023","-4.0020304","0.34070286"
"ARI","2023","Joshua Dobbs","Jonathan Gannon","4.5","4.5208025","-115","-105","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","4","Under","0.047078844","0.5108342","0.48916575","ARI2023","-5.95583","0.67468685"
"SF","2024","Brock Purdy","Kyle Shanahan","11.5","11.45465","100","-122","49ers","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png","6","Under","0.04954955","0.47639486","0.52360517","SF2024","6.202694","0.8672915"
"KC","2024","Patrick Mahomes","Andy Reid","11.5","11.423282","109","-128","Chiefs","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","15","Over","0.039872408","0.4601227","0.5398773","KC2024","5.2288427","-0.10598694"
"BAL","2024","Lamar Jackson","John Harbaugh","11.5","11.187048","180","-218","Ravens","#241773","#9E7C0C","https://a.espncdn.com/i/teamlogos/nfl/500/bal.png","12","Over","0.042677447","0.34252477","0.65747523","BAL2024","5.6311274","0.8618811"
"PHI","2024","Jalen Hurts","Nick Sirianni","10.5","10.627491","-144","121","Eagles","#004C54","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/phi.png","14","Over","0.042652622","0.5660216","0.43397838","PHI2024","3.9086049","0.0853505"
"DET","2024","Jared Goff","Dan Campbell","10.5","10.508548","-110","-106","Lions","#0076B6","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/det.png","15","Over","0.038372632","0.50445235","0.49554765","DET2024","4.4901133","0.9695581"
"CIN","2024","Joe Burrow","Zac Taylor","10.5","10.39197","116","-138","Bengals","#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png","9","Under","0.042794894","0.4439636","0.5560364","CIN2024","3.2592497","-0.13861401"
"DAL","2024","Cooper Rush","Mike McCarthy","10.5","10.323845","134","-161","Cowboys","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","7","Under","0.044208664","0.40925768","0.5907423","DAL2024","3.947053","0.60535544"
"BUF","2024","Josh Allen","Sean McDermott","10.5","10.275167","149","-179","Bills","#00338D","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/buf.png","13","Over","0.043183487","0.38498157","0.6150184","BUF2024","4.3270874","1.1685207"
"MIA","2024","Tua Tagovailoa","Mike McDaniel","9.5","9.692955","-167","139","Dolphins","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","8","Under","0.043878205","0.59917736","0.40082267","MIA2024","2.6303","0.5364501"
"NYJ","2024","Aaron Rodgers","Robert Saleh","9.5","9.675008","-160","134","Jets","#003F2D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png","5","Under","0.042735044","0.59016395","0.40983605","NYJ2024","2.2042835","0.12903997"
"ATL","2024","Kirk Cousins","Raheem Morris","9.5","9.627491","-144","121","Falcons","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","8","Under","0.042652622","0.5660216","0.43397838","ATL2024","0.64293146","-1.3742743"
"GB","2024","Jordan Love","Matt LaFleur","9.5","9.574416","-128","108","Packers","#203731","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/gb.png","11","Over","0.04217274","0.5386857","0.46131435","GB2024","2.8507767","0.9525965"
"HOU","2024","C.J. Stroud","DeMeco Ryans","9.5","9.552496","-122","103","Texans","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","10","Over","0.042160388","0.52731764","0.47268236","HOU2024","3.0922956","1.2356765"
"CHI","2024","Caleb Williams","Matt Eberflus","8.5","8.737178","-184","153","Bears","#0B162A","#E64100","https://a.espncdn.com/i/teamlogos/nfl/500/chi.png","5","Under","0.04314424","0.6210908","0.37890917","CHI2024","0.5653407","0.07091472"
"CLE","2024","Jameis Winston","Kevin Stefanski","8.5","8.721935","-178","148","Browns","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","3","Under","0.043513577","0.61358833","0.38641167","CLE2024","1.4287579","1.0130271"
"LAR","2024","Matthew Stafford","Sean McVay","8.5","8.671793","-159","133","Rams","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","10","Over","0.043084163","0.58854276","0.41145727","LAR2024","1.2317343","0.8540337"
"LAC","2024","Justin Herbert","Jim Harbaugh","8.5","8.610985","-137","118","Chargers","#007BC7","#ffc20e","https://a.espncdn.com/i/teamlogos/nfl/500/lac.png","11","Over","0.03677467","0.55755514","0.44244483","LAC2024","-0.65677387","-0.8344448"
"JAX","2024","Trevor Lawrence","Doug Pederson","8.5","8.487353","-106","-112","Jaguars","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","4","Under","0.042864993","0.49341297","0.506587","JAX2024","0.78561187","0.7695284"
"IND","2024","Joe Flacco","Shane Steichen","8.5","8.378246","119","-143","Colts","#002C5F","#a5acaf","https://a.espncdn.com/i/teamlogos/nfl/500/ind.png","8","Under","0.04509837","0.43691677","0.56308323","IND2024","0.08619202","0.25805244"
"TB","2024","Baker Mayfield","Todd Bowles","8.5","8.253555","156","-188","Buccaneers","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","10","Over","0.043402776","0.37437603","0.62562394","TB2024","-0.5052764","-0.13128017"
"PIT","2024","Russell Wilson","Mike Tomlin","7.5","7.727598","-184","148","Steelers","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","10","Over","0.05111313","0.6163821","0.3836179","PIT2024","-0.008456166","1.2912027"
"SEA","2024","Geno Smith","Mike Macdonald","7.5","7.685645","-164","137","Seahawks","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","10","Over","0.04315305","0.5955139","0.40448612","SEA2024","-0.5998645","0.735591"
"NO","2024","Derek Carr","Dennis Allen","7.5","7.4200325","109","-130","Saints","#D3BC8D","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/no.png","5","Under","0.04368629","0.4584413","0.5415587","NO2024","-2.3370621","-0.55181515"
"MIN","2024","Sam Darnold","Kevin O'Connell","6.5","6.628849","-145","121","Vikings","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","14","Over","0.044325422","0.5667168","0.43328324","MIN2024","-1.9022281","1.246188"
"ARI","2024","Kyler Murray","Jonathan Gannon","6.5","6.616764","-141","118","Cardinals","#97233F","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/ari.png","8","Over","0.04377784","0.56052375","0.43947628","ARI2024","-2.4679773","0.7541417"
"OAK","2024","Gardner Minshew","Antonio Pierce","6.5","6.5404706","-118","101","Raiders","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","4","Under","0.038796842","0.5210686","0.4789314","OAK2024","-3.0682259","0.34223107"
"WAS","2024","Jayden Daniels","Dan Quinn","6.5","6.441038","105","-123","Commanders","#5A1414","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png","12","Over","0.039374385","0.46932548","0.5306745","WAS2024","-3.1643944","0.36360925"
"NYG","2024","Daniel Jones","Brian Daboll","6.5","6.375272","121","-142","Giants","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","3","Under","0.039265547","0.43539277","0.56460726","NYG2024","-3.1603255","0.4885174"
"TEN","2024","Mason Rudolph","Brian Callahan","6.5","6.3641543","123","-147","Titans","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","3","Under","0.043572195","0.4297072","0.5702928","TEN2024","-2.6448402","1.0065783"
"DEN","2024","Bo Nix","Sean Payton","5.5","5.671493","-157","134","Broncos","#002244","#FB4F14","https://a.espncdn.com/i/teamlogos/nfl/500/den.png","10","Over","0.03824537","0.58839166","0.4116083","DEN2024","-4.6560125","0.35508624"
"CAR","2024","Andy Dalton","Dave Canales","4.5","4.8899097","-260","212","Panthers","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","5","Over","0.042735044","0.69262296","0.30737704","CAR2024","-6.7731023","-0.27431956"
"NE","2024","Drake Maye","Jerod Mayo","4.5","4.6117005","-139","117","Patriots","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","4","Under","0.042419452","0.55792314","0.44207683","NE2024","-5.4201226","1.5986474"
